Text,User,Location,Country,Subjectivity,Polarity,Analysis
4182,"519 more people recover from coronavirus in Pakistan 

Follow our updates on coronavirus here ",dawn_com,Pakistan,,0.5,0.5,Positive
4183,MONTGOMERY — State health officials are urging people to serve up a heaping side of precaution at Thanksgiving as t… ,decaturdaily,"Decatur, Alabama, USA",United States of America,0.0,0.0,Neutral
4184," With the UK having entered the second lockdown, considering how people are affected differently by restrictions is cr…",WresinskiLegacy,Paris Brussels Strasbourg,,0.3,0.0,Neutral
4185, We did it guys! Joe Biden cured coronavirus!,naomi88246325,"Rotterdam, Nederland",The Netherlands,0.0,0.0,Neutral
4186,☆ Denmark to kill 15 million mink over link to human COVID infections BreakingNews cbsnews ✈✈✈… ,mentallion,world,New Zealand,0.1,0.0,Neutral
4187,Chelsea’s Havertz Tests Positive For Coronavirus  ,AFRNewsFeed,,Italy,0.5454545454545454,0.22727272727272727,Positive
4188," It just keeps getting worse — at a horrifying trajectory. The daily average of new U.S. coronavirus cases has reached 106,…",Chernandez206,Duwamish,United States of America,0.4909090909090909,-0.2627272727272727,Negative
4189,"L.A. County reports third straight day with more than 2,000 new COVID-19 cases ",latimes,"El Segundo, CA",United States of America,0.3386363636363636,0.20909090909090908,Positive
4190, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,Marcos_Avila14,"San Antonio, TX",United States of America,0.5222222222222223,-0.16666666666666666,Negative
4191," The Biden Coronavirus Task Force will be named and announced, this coming Monday!

BidenCoronavirusTaskForce …",thecircledancer,,Italy,0.0,0.0,Neutral
4192," As schools switch to remote learning because of the coronavirus pandemic, many Native American communities are facing m…",Onewhotravels,,Italy,0.2333333333333333,0.13333333333333333,Positive
4193,"CoronavirusPandemic LIVE | Mexico reports 6,810 more Covid-19 cases; India's coronavirus Case Fatality Rate at 1.4… ",bsindia,India,,0.5,0.3181818181818182,Positive
4194,Oh shit they incorporated coronavirus on This is Us too... ok I guess I can’t get surprised anymore.,lizzrod,"Where happy cows come from, CA",,0.7333333333333334,0.13333333333333333,Positive
4195,"1,013 CovidDeaths &amp; 126,156 new cases in the US on Nov. 7. There has been an average of 106,972 c… ",Grgldrbck,Southern Ohio,United States of America,0.42727272727272725,-0.0068181818181818205,Negative
4196,"I’m sure the government didn’t realise that releasing this latest u-turn overnight on a weekend, when the entire wo… ",WombleBexy,"London, UK",United Kingdom,0.8046296296296296,0.3333333333333333,Positive
4197,Why Do Some People Weather Coronavirus Infection Unscathed?  via ,mywaypress,,Italy,0.0,0.0,Neutral
4198,"ie The researchers, including those from the Francis Crick Institute in the UK, explained that in response to viral infectio…",HappaNarinder,"Jammu,J&K (India)",India,0.0,0.0,Neutral
4199, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,TylerHyliard,Michigan,United States of America,0.5222222222222223,-0.16666666666666666,Negative
4200," Please spare a for all the pathology staff who have been working incredibly hard throughout this pandemic

They play suc…",fmkew,,Italy,0.5416666666666666,-0.2916666666666667,Negative
4201, “I think Joe Biden and Kamala Harris have just been handed something from this … not even yet outgoing administration that is sc…,Sojourn37753487,,Italy,0.0,0.0,Neutral
4202, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,BetigulCeylan,"Huddersfield, England",United Kingdom,0.5222222222222223,-0.16666666666666666,Negative
4203,Biden Announces 12-Member Task Force for Coronavirus Response  via ,MaeyCat, Rome- Italy,Italy,0.0,0.0,Neutral
4204, Ban this trade. Intensive animal farming is at the heart of coronavirus strains.animalrightsmatter ,jly1960,"Chesterfield, UK",United Kingdom,0.0,0.0,Neutral
4205, Coronavirus but in green.,clementescorner,"Amarillo, TX",United States of America,0.3,-0.2,Negative
4206," As an epidemiologist, it’s hard to sleep

While online hate mail trolls call me sheep...

Watching pandemic, I lay awake...…",plush32,Victoria BC,Canada,0.7208333333333333,-0.5458333333333334,Negative
4207, Joe Biden won over voters who are concerned about the coronavirus and want a leader who will help unify the country and push for ra…,Drschelter,Brussels,Belgium - Belgique - Belgien,0.0,0.0,Neutral
4208," As it loosens public health restrictions, Ontario reports new single-day record of 1,132 new coronavirus cases. Provin…",displaydezign,Toronto and beyond,Canada,0.3252525252525253,0.0909090909090909,Positive
4209,"good, hope he suffered  via ",TheRealNebris,SoCal High Desert,,0.6000000000000001,0.7,Positive
4210," Hi everyone, my friend is currently jobless due to coronavirus and has recently been diagnosed with kidney issues including…",lunasols,,Italy,0.3416666666666666,-0.041666666666666664,Negative
4211," The people who pretended Trump called coronavirus a ""hoax"" are currently acting like it is one.",Iyz11990569,,Italy,0.0,0.0,Neutral
4212,"La Quinine vs Corona, ce n'est pas nouveau! 
2005  
Chloroquine is a potent inhibi… ",Marie47357096,"Bali, Indonesia",Indonesia,0.5,0.5,Positive
4213, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,meximom29,,Italy,0.5222222222222223,-0.16666666666666666,Negative
4214," It just keeps getting worse — at a horrifying trajectory. The daily average of new U.S. coronavirus cases has reached 106,…",KCGreen17,,Italy,0.4909090909090909,-0.2627272727272727,Negative
4215," ""...Joe Biden is telling the press how he would manage the coronavirus pandemic differently from . The…",NNYLiberty,,Italy,0.6,0.0,Neutral
4216," With the UK having entered the second lockdown, considering how people are affected differently by restrictions is cr…",ATD_Europe,,Italy,0.3,0.0,Neutral
4217, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,BrienLillian,,Italy,0.5222222222222223,-0.16666666666666666,Negative
4218, I walked around a Biden rally without a mask on today and no one said anything. It's only once you put on a MAGA hat th…,TheRealManvir,"Yuba City, CA",United States of America,1.0,0.0,Neutral
4219," Joe Biden defeating Donald Trump shows decency, generosity and hope beat hate.

This isn’t just a win for the USA, it’s a v…",AlisonSmerdon,,Italy,0.65,0.0,Neutral
4220, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,SpayLisa,,Italy,0.5222222222222223,-0.16666666666666666,Negative
4221," Across the country, election workers and officials risked their health so Americans could vote during a coronavirus spike…",Gr8fulchik2,Maryland Hon,China China,0.0,0.0,Neutral
4222,"I wonder what caused it? Oh, that's right all of the bikers who insisted there would be no problem with COVID a… ",FriedrichSmith,United States,,0.5357142857142857,0.2857142857142857,Positive
4223,I wish God won’t renew coronavirus for a season 3,sheen_ayub,"Manchester, England",United Kingdom,0.0,0.0,Neutral
4224, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,NinaMaryLaveau,,Italy,0.5222222222222223,-0.16666666666666666,Negative
4225, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,I_Am_Rubyy,,Italy,0.5222222222222223,-0.16666666666666666,Negative
4226," ""Head of the Government’s vaccine taskforce has failed to publicly declare that she manages private investments in two…",DrC__Quackery,Barcelona,Spain,0.24722222222222223,-0.16666666666666666,Negative
4227," And, Biden is already at work on coronavirus ",MadMaxLives,,Italy,0.0,0.0,Neutral
4228," Huge numbers in Leipzig, Germany right now against the Coronavirus lockdown. ",Flat67823361,,Italy,0.7178571428571429,0.34285714285714286,Positive
4229, Biden Win Signals a Turning Point in U.S. Coronavirus Response ,VivaLaMaquis,,Italy,0.4,0.8,Positive
4230, held his press conference about Democrat corruption slush fund landscaping company. It had to be a…,ScarlettsGone,Enchanted Forest 💞✝️🐕🐈🙏💋,,0.0,0.0,Neutral
4231," With Joe Biden in the White House, the world can finally look forward to the United States returning to a multilateral a…",erskine0812,Scotland,United Kingdom,0.39999999999999997,0.03333333333333333,Positive
4232, Coronavirus Where are we in the vaccine race? ,JayChance5,Off Shore,United States of America,0.0,0.0,Neutral
4233," Suddenly coronavirus is no longer important?

Americans couldn't vote in person because of coronavirus lmao...
CNN is no lo…",tommyroc3,Nigeria,,0.8333333333333334,0.3333333333333333,Positive
4234," COVID-19 AIIMS Director makes big announcement about availability of vaccine in India



coron…",akshhaygupta,Chitrakoot,India,0.1,0.0,Neutral
4235, Texas becomes first U.S. state to exceed 1 million coronavirus cases  ,AbridgedThe,The South,,0.3333333333333333,0.25,Positive
4236, President-elect Joe Biden called on Americans to put aside the divisiveness of the past four years under Donald Trump with a…,Drschelter,Brussels,Belgium - Belgique - Belgien,0.25,-0.25,Negative
4237, Joe Biden won over voters who are concerned about the coronavirus and want a leader who will help unify the country and push for ra…,ahofschneider,"Honolulu, HI",United States of America,0.0,0.0,Neutral
4238,"Biden plans immediate executive orders to reverse Trump policies - Portland Press Herald

Most comprehensive read f… ",3rdstringW,"California, USA",United States of America,0.5,0.5,Positive
4239," At least five people in President Trump's orbit, including White House chief of staff Mark Meadows, have tested positive f…",AAMcCaig1,,Italy,0.3151515151515151,-0.024242424242424242,Negative
4240,"lahmann remember when in january everyone was blaming the ""uncivilized"" and ""backward"" conditions on wuhan wet markets (and ""bat sou…",jly1960,"Chesterfield, UK",United Kingdom,0.4,-0.1,Negative
4241,How has COVID-19 affected Europe's SMEs?  via ,mywaypress,,Italy,0.0,0.0,Neutral
4242," BREAKING Minneapolis-St Paul hospitals. ICU capacity is effectively maxed out at 98% in Twin Cities, and 92% statewide. MN…",TomJBarclay,"Knoxville, TN",United States of America,0.8,0.6,Positive
4243, I walked around a Biden rally without a mask on today and no one said anything. It's only once you put on a MAGA hat th…,freshness002,,Italy,1.0,0.0,Neutral
4244," Joe Biden plans to announce his 12-person coronavirus task force on Monday, two sources with knowledge say …",TomHig9,"Washington, DC",United States of America,0.0,0.0,Neutral
4245," Married to a Tory MP ✅
Appointed by Johnson without competition ✅
Brazen conflict of interest ✅
Leaked confidential info…",Scotmeg2,,Italy,0.25,0.25,Positive
4246, When you bring people like and Marcella Nunez-Smith being brought in to lead the Biden/Harris c…,drmoupali,San Francisco,United States of America,0.0,0.0,Neutral
4247, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,awalkerinLA,Los Angeles,United States of America,0.5222222222222223,-0.16666666666666666,Negative
4248,"blackstock Even brighter news! 

Dr. Marcella Nunez-Smith, associate professor and founding director of the Equity Research and I…",MolinariZuzek,"Ohio, USA",United States of America,0.0,0.0,Neutral
4249,"Coronavirus live news France daily cases exceed 40,000; Melbourne ends 'ring of steel' ",helenyg,"London, United Kingdom",United Kingdom,0.25,0.06818181818181818,Positive
4250, Texas becomes first US state to exceed 1 million coronavirus cases ,w3rkinprogr3ss,,Italy,0.3333333333333333,0.25,Positive
4251, Join us on a journey to see why masks do such a good job of stopping the spread of coronavirus. ,RebeccaEstherxo,"Toronto, Ontario & Philly area",,0.55,0.35,Positive
4252,Texas becomes first U.S. state to exceed one million coronavirus cases ,v_family,,Italy,0.3333333333333333,0.25,Positive
4253," Joe Biden plans to name a 12-member task force to combat and contain the spread of the coronavirus on Monday, sources tell Axios…",Dagstear,,Italy,0.0,0.0,Neutral
4254," 🚨 For the 4th day in a row, the number of cases of the coronavirus in the United States broke a world record.

Over 134,000…",LondonYank,"Wallingford, England",United Kingdom,0.0,0.0,Neutral
